order_id,comp_code,subject_id,package_code,status,created_at,submitted_at,completed_at,cancelled_at,reopened_count,sla_target_hours,tat_hours,tat_bucket,dmr_flag,mr_flag,adjudication_result,created_by_email,channel,list_price,discount_pct,net_amount,invoice_ref,search_text
1908,C006,2191,C006-PKG-2,COMPLETED,2025-04-29 05:32:03.531315+05:30,2025-04-29 13:32:03.531315+05:30,2025-04-29 19:32:03.531315+05:30,,0,36,6,<=24h,f,f,,jeremy66@hotmail.com,PORTAL,4925.33,0.00,4925.33,,
1909,C006,2326,C006-PKG-3,REOPENED,2025-04-30 12:21:03.531315+05:30,2025-04-30 18:21:03.531315+05:30,,,0,72,,,f,f,,,BULK,4385.14,15.00,3727.37,,
1910,C006,2184,C006-PKG-2,COMPLETED,2025-04-29 22:00:03.531315+05:30,2025-04-30 06:00:03.531315+05:30,2025-05-01 23:00:03.531315+05:30,,1,36,41,24–48h,t,f,REVIEW,charlesskinner@yahoo.com,API,4925.33,0.00,4925.33,,
1911,C006,2222,C006-PKG-1,IN_PROGRESS,2025-04-30 20:53:03.531315+05:30,2025-05-01 04:53:03.531315+05:30,,,0,48,,,f,f,,eturner@yahoo.com,PORTAL,2228.78,10.00,2005.90,,
1912,C006,2393,C006-PKG-3,IN_PROGRESS,2025-05-01 19:54:03.531315+05:30,2025-05-01 21:54:03.531315+05:30,,,1,36,,,f,f,,,BULK,4385.14,15.00,3727.37,,
1913,C006,2138,C006-PKG-3,PENDING,2025-05-01 21:59:03.531315+05:30,2025-05-01 21:59:03.531315+05:30,,,0,24,,,f,f,,,PORTAL,4385.14,5.00,4165.88,,
1914,C006,2330,C006-PKG-2,COMPLETED,2025-05-02 20:11:03.531315+05:30,2025-05-03 04:11:03.531315+05:30,2025-05-04 22:11:03.531315+05:30,,0,24,42,24–48h,f,f,,,PORTAL,4925.33,0.00,4925.33,,
1915,C006,2094,C006-PKG-3,IN_PROGRESS,2025-05-02 21:29:03.531315+05:30,2025-05-02 21:29:03.531315+05:30,,,1,24,,,f,f,,ibenton@gmail.com,PORTAL,4385.14,15.00,3727.37,,
1916,C006,2288,C006-PKG-4,COMPLETED,2025-05-04 13:09:03.531315+05:30,2025-05-04 17:09:03.531315+05:30,2025-05-05 09:09:03.531315+05:30,,0,48,16,<=24h,f,f,,ericahayes@gmail.com,BULK,798.71,0.00,798.71,,
1917,C006,2252,C006-PKG-1,COMPLETED,2025-05-05 07:52:03.531315+05:30,2025-05-05 14:52:03.531315+05:30,2025-05-07 18:52:03.531315+05:30,,0,36,52,48–72h,f,f,,smithjeanette@hotmail.com,PORTAL,2228.78,10.00,2005.90,,
1918,C006,2275,C006-PKG-4,IN_PROGRESS,2025-05-05 17:15:03.531315+05:30,2025-05-06 01:15:03.531315+05:30,,,0,36,,,f,f,,obrown@yahoo.com,BULK,798.71,5.00,758.77,,
1919,C006,2085,C006-PKG-4,COMPLETED,2025-05-06 13:51:03.531315+05:30,2025-05-06 18:51:03.531315+05:30,2025-05-08 01:51:03.531315+05:30,,0,72,31,24–48h,f,f,,,BULK,798.71,5.00,758.77,,
1920,C006,2173,C006-PKG-4,COMPLETED,2025-05-06 14:25:03.531315+05:30,2025-05-06 21:25:03.531315+05:30,2025-05-10 08:25:03.531315+05:30,,1,48,83,>72h,f,f,,jonesjames@hotmail.com,PORTAL,798.71,0.00,798.71,,
1921,C006,2200,C006-PKG-4,COMPLETED,2025-05-06 03:17:03.531315+05:30,2025-05-06 10:17:03.531315+05:30,2025-05-08 09:17:03.531315+05:30,,0,48,47,24–48h,f,f,,nguyenaaron@gmail.com,API,798.71,10.00,718.84,,
1922,C006,2253,C006-PKG-4,IN_PROGRESS,2025-05-07 08:53:03.531315+05:30,2025-05-07 15:53:03.531315+05:30,,,1,24,,,f,f,,chelseabass@gmail.com,BULK,798.71,15.00,678.90,,
1923,C006,2228,C006-PKG-3,COMPLETED,2025-05-07 07:13:03.531315+05:30,2025-05-07 10:13:03.531315+05:30,2025-05-08 20:13:03.531315+05:30,,0,48,34,24–48h,f,f,,jacquelineallen@hotmail.com,PORTAL,4385.14,5.00,4165.88,,
1924,C006,2156,C006-PKG-3,COMPLETED,2025-05-08 04:46:03.531315+05:30,2025-05-08 04:46:03.531315+05:30,2025-05-10 22:46:03.531315+05:30,,0,48,66,48–72h,f,f,,michael13@yahoo.com,BULK,4385.14,10.00,3946.63,,
1925,C006,2015,C006-PKG-4,IN_PROGRESS,2025-05-08 16:52:03.531315+05:30,2025-05-08 17:52:03.531315+05:30,,,0,24,,,f,f,,nmendoza@hotmail.com,BULK,798.71,0.00,798.71,,
1926,C006,2398,C006-PKG-3,COMPLETED,2025-05-09 11:18:03.531315+05:30,2025-05-09 12:18:03.531315+05:30,2025-05-10 00:18:03.531315+05:30,,1,72,12,<=24h,f,f,,,API,4385.14,10.00,3946.63,,
1927,C006,2156,C006-PKG-3,COMPLETED,2025-05-09 20:17:03.531315+05:30,2025-05-09 23:17:03.531315+05:30,2025-05-10 12:17:03.531315+05:30,,0,24,13,<=24h,f,f,,,BULK,4385.14,0.00,4385.14,,
1928,C006,2133,C006-PKG-1,COMPLETED,2025-05-09 21:52:03.531315+05:30,2025-05-10 04:52:03.531315+05:30,2025-05-13 16:52:03.531315+05:30,,1,48,84,>72h,t,f,REVIEW,nlarson@gmail.com,PORTAL,2228.78,15.00,1894.46,,
1929,C006,2057,C006-PKG-3,PENDING,2025-05-09 21:56:03.531315+05:30,2025-05-10 04:56:03.531315+05:30,,,0,36,,,f,f,,heidisims@gmail.com,BULK,4385.14,0.00,4385.14,,
1930,C006,2182,C006-PKG-2,COMPLETED,2025-05-11 13:46:03.531315+05:30,2025-05-11 15:46:03.531315+05:30,2025-05-12 23:46:03.531315+05:30,,1,24,32,24–48h,f,f,,wintersricky@gmail.com,PORTAL,4925.33,0.00,4925.33,,
1931,C006,2196,C006-PKG-3,COMPLETED,2025-05-12 17:26:03.531315+05:30,2025-05-12 19:26:03.531315+05:30,2025-05-16 21:26:03.531315+05:30,,1,72,98,>72h,f,f,,ramosjeffrey@hotmail.com,PORTAL,4385.14,0.00,4385.14,,
1932,C006,2218,C006-PKG-1,PENDING,2025-05-13 13:38:03.531315+05:30,2025-05-13 21:38:03.531315+05:30,,,0,72,,,f,f,,wsheppard@hotmail.com,BULK,2228.78,0.00,2228.78,,
1933,C006,2214,C006-PKG-2,IN_PROGRESS,2025-05-13 01:47:03.531315+05:30,2025-05-13 02:47:03.531315+05:30,,,0,24,,,f,f,,cassandrafowler@gmail.com,API,4925.33,0.00,4925.33,,
1934,C006,2183,C006-PKG-4,COMPLETED,2025-05-12 22:52:03.531315+05:30,2025-05-13 00:52:03.531315+05:30,2025-05-16 01:52:03.531315+05:30,,0,72,73,>72h,f,f,,nguyengregory@gmail.com,API,798.71,10.00,718.84,,
1935,C006,2024,C006-PKG-4,COMPLETED,2025-05-14 09:36:03.531315+05:30,2025-05-14 09:36:03.531315+05:30,2025-05-16 11:36:03.531315+05:30,,1,36,50,48–72h,f,f,,pwilliams@hotmail.com,BULK,798.71,0.00,798.71,,
1936,C006,2229,C006-PKG-1,IN_PROGRESS,2025-05-14 02:46:03.531315+05:30,2025-05-14 06:46:03.531315+05:30,,,1,24,,,f,f,,,PORTAL,2228.78,10.00,2005.90,,
1937,C006,2265,C006-PKG-2,COMPLETED,2025-05-15 15:18:03.531315+05:30,2025-05-15 15:18:03.531315+05:30,2025-05-16 10:18:03.531315+05:30,,0,24,19,<=24h,t,f,REVIEW,pauljackson@hotmail.com,API,4925.33,10.00,4432.80,,
1940,C006,2252,C006-PKG-4,COMPLETED,2025-05-16 10:29:03.531315+05:30,2025-05-16 15:29:03.531315+05:30,2025-05-17 05:29:03.531315+05:30,,1,24,14,<=24h,f,f,,levinelynn@yahoo.com,BULK,798.71,10.00,718.84,,
1945,C006,2301,C006-PKG-4,PENDING,2025-05-19 01:47:03.531315+05:30,2025-05-19 05:47:03.531315+05:30,,,0,24,,,f,f,,noahkirk@hotmail.com,BULK,798.71,10.00,718.84,,
1946,C006,2107,C006-PKG-2,COMPLETED,2025-05-20 05:34:03.531315+05:30,2025-05-20 10:34:03.531315+05:30,2025-05-22 06:34:03.531315+05:30,,0,72,44,24–48h,f,f,,,PORTAL,4925.33,0.00,4925.33,,
1947,C006,2115,C006-PKG-3,COMPLETED,2025-05-19 21:45:03.531315+05:30,2025-05-20 05:45:03.531315+05:30,2025-05-20 14:45:03.531315+05:30,,0,24,9,<=24h,f,f,,simpsonjose@hotmail.com,BULK,4385.14,10.00,3946.63,,
1948,C006,2214,C006-PKG-3,COMPLETED,2025-05-21 19:22:03.531315+05:30,2025-05-22 01:22:03.531315+05:30,2025-05-22 17:22:03.531315+05:30,,0,72,16,<=24h,f,f,,seth50@yahoo.com,PORTAL,4385.14,10.00,3946.63,,
1949,C006,2346,C006-PKG-1,IN_PROGRESS,2025-05-21 05:32:03.531315+05:30,2025-05-21 07:32:03.531315+05:30,,,0,48,,,f,f,,,BULK,2228.78,5.00,2117.34,,
1950,C006,2265,C006-PKG-4,COMPLETED,2025-05-22 16:25:03.531315+05:30,2025-05-22 22:25:03.531315+05:30,2025-05-23 14:25:03.531315+05:30,,0,72,16,<=24h,f,f,,laurasoto@hotmail.com,API,798.71,0.00,798.71,,
1951,C006,2059,C006-PKG-2,COMPLETED,2025-05-22 15:49:03.531315+05:30,2025-05-22 21:49:03.531315+05:30,2025-05-24 15:49:03.531315+05:30,,0,24,42,24–48h,f,f,,vickie19@gmail.com,PORTAL,4925.33,0.00,4925.33,,
1952,C006,2134,C006-PKG-1,COMPLETED,2025-05-23 14:56:03.531315+05:30,2025-05-23 15:56:03.531315+05:30,2025-05-25 15:56:03.531315+05:30,,1,48,48,24–48h,f,f,,john47@yahoo.com,PORTAL,2228.78,0.00,2228.78,,
1953,C006,2022,C006-PKG-1,IN_PROGRESS,2025-05-23 14:35:03.531315+05:30,2025-05-23 20:35:03.531315+05:30,,,0,72,,,f,f,,gary37@yahoo.com,API,2228.78,0.00,2228.78,,
1954,C006,2041,C006-PKG-3,COMPLETED,2025-05-23 23:20:03.531315+05:30,2025-05-24 02:20:03.531315+05:30,2025-05-26 14:20:03.531315+05:30,,0,36,60,48–72h,f,f,,,API,4385.14,15.00,3727.37,,
1955,C006,2117,C006-PKG-1,IN_PROGRESS,2025-05-24 07:20:03.531315+05:30,2025-05-24 13:20:03.531315+05:30,,,0,48,,,f,f,,bailey49@gmail.com,BULK,2228.78,0.00,2228.78,,
1956,C006,2357,C006-PKG-4,DRAFT,2025-05-25 13:11:03.531315+05:30,,,,0,48,,,f,f,,jeffery28@gmail.com,PORTAL,798.71,0.00,798.71,,
1957,C006,2107,C006-PKG-1,COMPLETED,2025-05-26 13:10:03.531315+05:30,2025-05-26 16:10:03.531315+05:30,2025-05-27 13:10:03.531315+05:30,,0,24,21,<=24h,t,f,REVIEW,lindameyer@hotmail.com,PORTAL,2228.78,0.00,2228.78,,
1958,C006,2139,C006-PKG-3,COMPLETED,2025-05-27 03:12:03.531315+05:30,2025-05-27 09:12:03.531315+05:30,2025-05-28 07:12:03.531315+05:30,,0,36,22,<=24h,f,f,,wwood@yahoo.com,PORTAL,4385.14,0.00,4385.14,,
1959,C006,2250,C006-PKG-1,COMPLETED,2025-05-27 14:13:03.531315+05:30,2025-05-27 20:13:03.531315+05:30,2025-05-28 22:13:03.531315+05:30,,1,36,26,24–48h,f,f,,jennifer31@gmail.com,PORTAL,2228.78,0.00,2228.78,,
1960,C006,2322,C006-PKG-2,IN_PROGRESS,2025-05-28 05:35:03.531315+05:30,2025-05-28 07:35:03.531315+05:30,,,0,36,,,f,f,,drodgers@hotmail.com,API,4925.33,10.00,4432.80,,
1961,C006,2253,C006-PKG-2,COMPLETED,2025-05-28 08:56:03.531315+05:30,2025-05-28 14:56:03.531315+05:30,2025-06-01 01:56:03.531315+05:30,,0,72,83,>72h,f,f,,kylemiller@gmail.com,API,4925.33,0.00,4925.33,,
1963,C006,2110,C006-PKG-4,IN_PROGRESS,2025-05-28 22:30:03.531315+05:30,2025-05-29 02:30:03.531315+05:30,,,0,48,,,f,f,,jeremygriffin@hotmail.com,API,798.71,5.00,758.77,,
1964,C006,2112,C006-PKG-1,COMPLETED,2025-05-29 01:42:03.531315+05:30,2025-05-29 08:42:03.531315+05:30,2025-05-29 20:42:03.531315+05:30,,0,24,12,<=24h,f,f,,bbutler@gmail.com,API,2228.78,5.00,2117.34,,
1965,C006,2298,C006-PKG-1,IN_PROGRESS,2025-05-30 14:19:03.531315+05:30,2025-05-30 21:19:03.531315+05:30,,,0,36,,,f,f,,michael47@hotmail.com,API,2228.78,0.00,2228.78,,
1967,C006,2339,C006-PKG-2,COMPLETED,2025-05-30 23:32:03.531315+05:30,2025-05-31 06:32:03.531315+05:30,2025-06-03 13:32:03.531315+05:30,,1,48,79,>72h,f,f,,mayjane@gmail.com,PORTAL,4925.33,0.00,4925.33,,
1968,C006,2249,C006-PKG-4,COMPLETED,2025-05-30 22:13:03.531315+05:30,2025-05-30 23:13:03.531315+05:30,2025-06-03 09:13:03.531315+05:30,,0,48,82,>72h,f,f,,gutierrezsheila@yahoo.com,PORTAL,798.71,15.00,678.90,,
1969,C006,2183,C006-PKG-3,COMPLETED,2025-06-01 17:23:03.531315+05:30,2025-06-01 20:23:03.531315+05:30,2025-06-07 00:23:03.531315+05:30,,0,72,124,>72h,f,f,,nanderson@yahoo.com,BULK,4385.14,0.00,4385.14,,
1971,C006,2287,C006-PKG-1,COMPLETED,2025-06-03 05:57:03.531315+05:30,2025-06-03 09:57:03.531315+05:30,2025-06-04 02:57:03.531315+05:30,,0,48,17,<=24h,f,f,,jasonwagner@gmail.com,PORTAL,2228.78,10.00,2005.90,,
1972,C006,2250,C006-PKG-3,COMPLETED,2025-06-02 23:28:03.531315+05:30,2025-06-03 05:28:03.531315+05:30,2025-06-03 19:28:03.531315+05:30,,1,24,14,<=24h,f,f,,,BULK,4385.14,0.00,4385.14,,
1973,C006,2085,C006-PKG-1,COMPLETED,2025-06-03 21:33:03.531315+05:30,2025-06-03 23:33:03.531315+05:30,2025-06-04 05:33:03.531315+05:30,,0,36,6,<=24h,f,f,,pricerichard@yahoo.com,API,2228.78,0.00,2228.78,,
1974,C006,2396,C006-PKG-2,COMPLETED,2025-06-04 13:34:03.531315+05:30,2025-06-04 20:34:03.531315+05:30,2025-06-05 22:34:03.531315+05:30,,1,72,26,24–48h,f,f,,,API,4925.33,5.00,4679.06,,
1975,C006,2047,C006-PKG-2,COMPLETED,2025-06-04 20:57:03.531315+05:30,2025-06-05 03:57:03.531315+05:30,2025-06-07 14:57:03.531315+05:30,,0,72,59,48–72h,f,f,,,PORTAL,4925.33,5.00,4679.06,,
1976,C006,2154,C006-PKG-2,COMPLETED,2025-06-05 03:10:03.531315+05:30,2025-06-05 03:10:03.531315+05:30,2025-06-06 23:10:03.531315+05:30,,0,36,44,24–48h,f,f,,ijohnson@hotmail.com,PORTAL,4925.33,15.00,4186.53,,
1977,C006,2121,C006-PKG-2,COMPLETED,2025-06-05 05:32:03.531315+05:30,2025-06-05 11:32:03.531315+05:30,2025-06-05 17:32:03.531315+05:30,,0,48,6,<=24h,f,f,,charlessmith@hotmail.com,API,4925.33,0.00,4925.33,,
1978,C006,2369,C006-PKG-3,COMPLETED,2025-06-06 07:22:03.531315+05:30,2025-06-06 07:22:03.531315+05:30,2025-06-06 17:22:03.531315+05:30,,0,36,10,<=24h,f,t,REVIEW,danahernandez@hotmail.com,PORTAL,4385.14,0.00,4385.14,,
1979,C006,2162,C006-PKG-2,COMPLETED,2025-06-05 22:17:03.531315+05:30,2025-06-06 00:17:03.531315+05:30,2025-06-07 17:17:03.531315+05:30,,0,24,41,24–48h,f,f,,paul33@gmail.com,API,4925.33,15.00,4186.53,,
1981,C006,2334,C006-PKG-4,IN_PROGRESS,2025-06-06 11:07:03.531315+05:30,2025-06-06 15:07:03.531315+05:30,,,0,24,,,f,f,,johnsonchristopher@yahoo.com,API,798.71,15.00,678.90,,
1983,C006,2324,C006-PKG-4,COMPLETED,2025-06-07 01:43:03.531315+05:30,2025-06-07 05:43:03.531315+05:30,2025-06-08 20:43:03.531315+05:30,,0,36,39,24–48h,f,f,,scott25@yahoo.com,PORTAL,798.71,10.00,718.84,,
1984,C006,2118,C006-PKG-1,COMPLETED,2025-06-08 07:55:03.531315+05:30,2025-06-08 15:55:03.531315+05:30,2025-06-09 22:55:03.531315+05:30,,0,72,31,24–48h,f,f,,ynorman@gmail.com,PORTAL,2228.78,10.00,2005.90,,
1985,C006,2111,C006-PKG-3,COMPLETED,2025-06-09 06:59:03.531315+05:30,2025-06-09 06:59:03.531315+05:30,2025-06-10 08:59:03.531315+05:30,,0,48,26,24–48h,f,f,,sarah38@yahoo.com,API,4385.14,0.00,4385.14,,
1986,C006,2331,C006-PKG-4,COMPLETED,2025-06-09 22:57:03.531315+05:30,2025-06-09 22:57:03.531315+05:30,2025-06-10 06:57:03.531315+05:30,,0,48,8,<=24h,f,f,,,PORTAL,798.71,15.00,678.90,,
1987,C006,2356,C006-PKG-3,COMPLETED,2025-06-10 03:35:03.531315+05:30,2025-06-10 03:35:03.531315+05:30,2025-06-13 20:35:03.531315+05:30,,0,72,89,>72h,f,f,,ispears@hotmail.com,API,4385.14,0.00,4385.14,,
1988,C006,2026,C006-PKG-1,COMPLETED,2025-06-10 22:19:03.531315+05:30,2025-06-11 02:19:03.531315+05:30,2025-06-11 15:19:03.531315+05:30,,0,24,13,<=24h,t,f,REVIEW,juliewest@hotmail.com,PORTAL,2228.78,5.00,2117.34,,
1989,C006,2087,C006-PKG-4,COMPLETED,2025-06-12 07:50:03.531315+05:30,2025-06-12 07:50:03.531315+05:30,2025-06-14 15:50:03.531315+05:30,,0,36,56,48–72h,f,f,,asantiago@yahoo.com,PORTAL,798.71,5.00,758.77,,
1980,C006,2190,C006-PKG-1,CANCELLED,2025-06-06 13:10:03.531315+05:30,2025-06-06 21:10:03.531315+05:30,,2025-06-07 03:10:03.531315+05:30,1,72,,,f,f,,,API,2228.78,10.00,2005.90,,
1994,C006,2035,C006-PKG-3,COMPLETED,2025-06-13 04:42:03.531315+05:30,2025-06-13 10:42:03.531315+05:30,2025-06-14 23:42:03.531315+05:30,,1,24,37,24–48h,f,f,,ekelley@hotmail.com,BULK,4385.14,0.00,4385.14,,
1995,C006,2073,C006-PKG-3,COMPLETED,2025-06-13 11:40:03.531315+05:30,2025-06-13 16:40:03.531315+05:30,2025-06-14 13:40:03.531315+05:30,,0,24,21,<=24h,f,f,,ricky15@gmail.com,PORTAL,4385.14,0.00,4385.14,,
1996,C006,2077,C006-PKG-1,PENDING,2025-06-14 15:34:03.531315+05:30,2025-06-14 15:34:03.531315+05:30,,,1,72,,,f,f,,pmills@yahoo.com,PORTAL,2228.78,10.00,2005.90,,
1998,C006,2179,C006-PKG-4,COMPLETED,2025-06-14 01:26:03.531315+05:30,2025-06-14 01:26:03.531315+05:30,2025-06-14 12:26:03.531315+05:30,,0,24,11,<=24h,f,f,,jonesbrandon@gmail.com,BULK,798.71,5.00,758.77,,
2000,C006,2126,C006-PKG-2,IN_PROGRESS,2025-06-16 15:50:03.531315+05:30,2025-06-16 20:50:03.531315+05:30,,,0,72,,,f,f,,ysalazar@yahoo.com,API,4925.33,5.00,4679.06,,
2001,C006,2258,C006-PKG-2,COMPLETED,2025-06-15 22:18:03.531315+05:30,2025-06-16 04:18:03.531315+05:30,2025-06-20 23:18:03.531315+05:30,,0,72,115,>72h,f,f,,xarmstrong@yahoo.com,API,4925.33,0.00,4925.33,,
2002,C006,2303,C006-PKG-1,COMPLETED,2025-06-16 20:06:03.531315+05:30,2025-06-16 21:06:03.531315+05:30,2025-06-19 16:06:03.531315+05:30,,0,48,67,48–72h,f,f,,nathanieljefferson@yahoo.com,PORTAL,2228.78,0.00,2228.78,,
2003,C006,2070,C006-PKG-1,IN_PROGRESS,2025-06-17 16:39:03.531315+05:30,2025-06-17 21:39:03.531315+05:30,,,0,72,,,f,f,,lbrooks@gmail.com,BULK,2228.78,0.00,2228.78,,
2004,C006,2320,C006-PKG-2,COMPLETED,2025-06-18 14:03:03.531315+05:30,2025-06-18 15:03:03.531315+05:30,2025-06-19 23:03:03.531315+05:30,,0,24,32,24–48h,f,f,,,API,4925.33,5.00,4679.06,,
2005,C006,2110,C006-PKG-4,COMPLETED,2025-06-18 02:52:03.531315+05:30,2025-06-18 07:52:03.531315+05:30,2025-06-19 06:52:03.531315+05:30,,1,24,23,<=24h,f,f,,timothy49@hotmail.com,PORTAL,798.71,5.00,758.77,,
2006,C006,2127,C006-PKG-1,COMPLETED,2025-06-18 19:04:03.531315+05:30,2025-06-19 02:04:03.531315+05:30,2025-06-19 08:04:03.531315+05:30,,1,72,6,<=24h,f,f,,wanderson@hotmail.com,API,2228.78,0.00,2228.78,,
2007,C006,2161,C006-PKG-4,COMPLETED,2025-06-18 04:21:03.531315+05:30,2025-06-18 04:21:03.531315+05:30,2025-06-19 18:21:03.531315+05:30,,0,48,38,24–48h,f,f,,campbellcarolyn@gmail.com,API,798.71,15.00,678.90,,
2008,C006,2382,C006-PKG-2,IN_PROGRESS,2025-06-19 02:11:03.531315+05:30,2025-06-19 04:11:03.531315+05:30,,,1,48,,,f,f,,parkandrew@yahoo.com,PORTAL,4925.33,5.00,4679.06,,
2009,C006,2297,C006-PKG-1,COMPLETED,2025-06-19 02:54:03.531315+05:30,2025-06-19 06:54:03.531315+05:30,2025-06-19 21:54:03.531315+05:30,,0,48,15,<=24h,f,f,,noah46@hotmail.com,API,2228.78,5.00,2117.34,,
2010,C006,2087,C006-PKG-1,IN_PROGRESS,2025-06-19 18:17:03.531315+05:30,2025-06-20 02:17:03.531315+05:30,,,1,36,,,f,f,,thomasedwards@yahoo.com,PORTAL,2228.78,10.00,2005.90,,
2011,C006,2361,C006-PKG-2,COMPLETED,2025-06-20 03:03:03.531315+05:30,2025-06-20 10:03:03.531315+05:30,2025-06-21 06:03:03.531315+05:30,,0,36,20,<=24h,f,f,,cynthiamorris@yahoo.com,BULK,4925.33,0.00,4925.33,,
2012,C006,2213,C006-PKG-4,COMPLETED,2025-06-20 09:46:03.531315+05:30,2025-06-20 10:46:03.531315+05:30,2025-06-21 07:46:03.531315+05:30,,0,48,21,<=24h,f,f,,priceamber@gmail.com,API,798.71,5.00,758.77,,
2013,C006,2282,C006-PKG-1,COMPLETED,2025-06-20 13:01:03.531315+05:30,2025-06-20 19:01:03.531315+05:30,2025-06-21 05:01:03.531315+05:30,,0,72,10,<=24h,f,f,,cervantesglenda@gmail.com,PORTAL,2228.78,5.00,2117.34,,
2014,C006,2246,C006-PKG-4,PENDING,2025-06-21 19:23:03.531315+05:30,2025-06-21 19:23:03.531315+05:30,,,0,24,,,f,f,,,PORTAL,798.71,0.00,798.71,,
2015,C006,2326,C006-PKG-3,DRAFT,2025-06-21 14:35:03.531315+05:30,,,,0,72,,,f,f,,raymond46@yahoo.com,BULK,4385.14,10.00,3946.63,,
2016,C006,2065,C006-PKG-1,COMPLETED,2025-06-22 18:21:03.531315+05:30,2025-06-22 21:21:03.531315+05:30,2025-06-23 13:21:03.531315+05:30,,0,24,16,<=24h,f,f,,andrea77@hotmail.com,PORTAL,2228.78,5.00,2117.34,,
2017,C006,2311,C006-PKG-1,REOPENED,2025-06-22 21:56:03.531315+05:30,2025-06-23 02:56:03.531315+05:30,,,0,36,,,f,f,,kimberlyevans@hotmail.com,BULK,2228.78,0.00,2228.78,,
2018,C006,2157,C006-PKG-2,COMPLETED,2025-06-23 20:36:03.531315+05:30,2025-06-24 01:36:03.531315+05:30,2025-06-24 08:36:03.531315+05:30,,0,36,7,<=24h,f,f,,nelsondouglas@gmail.com,BULK,4925.33,15.00,4186.53,,
2076,C006,2373,C006-PKG-1,PENDING,2025-07-22 15:00:03.531315+05:30,2025-07-22 18:00:03.531315+05:30,,,1,36,,,f,f,,cvasquez@yahoo.com,PORTAL,2228.78,0.00,2228.78,,
2019,C006,2251,C006-PKG-2,COMPLETED,2025-06-24 06:15:03.531315+05:30,2025-06-24 13:15:03.531315+05:30,2025-06-28 14:15:03.531315+05:30,,0,72,97,>72h,f,f,,lopezmichael@hotmail.com,BULK,4925.33,0.00,4925.33,,
2020,C006,2267,C006-PKG-3,COMPLETED,2025-06-24 17:55:03.531315+05:30,2025-06-24 23:55:03.531315+05:30,2025-06-28 22:55:03.531315+05:30,,0,72,95,>72h,f,f,,payneian@gmail.com,PORTAL,4385.14,10.00,3946.63,,
2022,C006,2122,C006-PKG-2,COMPLETED,2025-06-25 18:22:03.531315+05:30,2025-06-25 22:22:03.531315+05:30,2025-06-26 10:22:03.531315+05:30,,1,72,12,<=24h,f,f,,,API,4925.33,10.00,4432.80,,
2023,C006,2195,C006-PKG-2,COMPLETED,2025-06-25 04:50:03.531315+05:30,2025-06-25 09:50:03.531315+05:30,2025-06-25 20:50:03.531315+05:30,,0,36,11,<=24h,f,f,,whitney24@yahoo.com,PORTAL,4925.33,10.00,4432.80,,
2024,C006,2240,C006-PKG-4,IN_PROGRESS,2025-06-26 06:56:03.531315+05:30,2025-06-26 13:56:03.531315+05:30,,,1,72,,,f,f,,oscar98@gmail.com,PORTAL,798.71,5.00,758.77,,
2025,C006,2320,C006-PKG-1,COMPLETED,2025-06-25 21:12:03.531315+05:30,2025-06-25 21:12:03.531315+05:30,2025-06-28 16:12:03.531315+05:30,,0,48,67,48–72h,f,f,,morgan12@yahoo.com,API,2228.78,0.00,2228.78,,
2026,C006,2274,C006-PKG-4,COMPLETED,2025-06-26 00:36:03.531315+05:30,2025-06-26 03:36:03.531315+05:30,2025-06-29 12:36:03.531315+05:30,,1,48,81,>72h,f,f,,garciaemily@yahoo.com,BULK,798.71,15.00,678.90,,
2028,C006,2329,C006-PKG-2,COMPLETED,2025-06-27 16:25:03.531315+05:30,2025-06-27 16:25:03.531315+05:30,2025-06-29 21:25:03.531315+05:30,,0,72,53,48–72h,f,f,,,PORTAL,4925.33,0.00,4925.33,,
2029,C006,2073,C006-PKG-4,COMPLETED,2025-06-28 06:51:03.531315+05:30,2025-06-28 13:51:03.531315+05:30,2025-06-29 22:51:03.531315+05:30,,1,36,33,24–48h,f,t,REVIEW,nestrada@gmail.com,API,798.71,5.00,758.77,,
2030,C006,2341,C006-PKG-2,COMPLETED,2025-06-28 11:29:03.531315+05:30,2025-06-28 18:29:03.531315+05:30,2025-06-29 19:29:03.531315+05:30,,0,24,25,24–48h,f,f,,sheltoncharles@gmail.com,PORTAL,4925.33,10.00,4432.80,,
2031,C006,2252,C006-PKG-2,DRAFT,2025-06-28 06:19:03.531315+05:30,,,,0,24,,,f,f,,,API,4925.33,0.00,4925.33,,
2032,C006,2222,C006-PKG-1,COMPLETED,2025-06-29 06:05:03.531315+05:30,2025-06-29 10:05:03.531315+05:30,2025-06-30 20:05:03.531315+05:30,,0,36,34,24–48h,f,f,,vaughnjonathan@hotmail.com,BULK,2228.78,10.00,2005.90,,
2033,C006,2351,C006-PKG-4,COMPLETED,2025-06-30 18:25:03.531315+05:30,2025-06-30 22:25:03.531315+05:30,2025-07-01 09:25:03.531315+05:30,,0,24,11,<=24h,f,f,,wlee@yahoo.com,PORTAL,798.71,0.00,798.71,,
2034,C006,2359,C006-PKG-4,COMPLETED,2025-06-30 22:19:03.531315+05:30,2025-06-30 22:19:03.531315+05:30,2025-07-02 00:19:03.531315+05:30,,0,24,26,24–48h,f,f,,griffinkathleen@hotmail.com,API,798.71,5.00,758.77,,
2035,C006,2259,C006-PKG-4,IN_PROGRESS,2025-07-01 10:37:03.531315+05:30,2025-07-01 18:37:03.531315+05:30,,,0,48,,,f,f,,catherine13@hotmail.com,API,798.71,0.00,798.71,,
